name,lat,lon,district,addr,avg_comp_rating,dist_metro,stops_cnt,c300,c1k,pop_dens,income,office_dens,avg_rent,avail_space
Flash Royal,55.5726789,37.4736428,UZAO,,,356.36211974125456,12,2,10,10500,98000,0,29000,165
Шаурма,55.6215131,37.4810676,UZAO,,,273.8865042024937,11,1,7,10500,98000,0,29000,165
Бургер Кинг,55.6192542,37.5092178,UZAO,,,76.43048879136335,17,22,27,10500,98000,0,29000,165
Бургер Кинг,55.617761,37.508719,UZAO,,,20.728835382803013,19,22,26,10500,98000,0,29000,165
Бургер Кинг,55.6038792,37.4917499,UZAO,,,884.1254632834988,9,21,30,10500,98000,0,29000,165
Бургер Кинг,55.5937496,37.3512652,UZAO,,,3578.969813716694,3,2,5,10500,98000,0,29000,165
ShushiClub,55.6024433,37.3640548,UZAO,,,2696.6393807963273,11,0,7,10500,98000,0,29000,165
Токио Бэй,55.6190487,37.5093285,UZAO,,,72.73942019957343,17,22,27,10500,98000,0,29000,165
Мэри,55.6228746,37.5060933,UZAO,,,309.6817957225561,13,1,27,10500,98000,0,29000,165
Буфет от Ашан,55.6052791,37.4900901,UZAO,,,905.4403852519653,8,20,30,10500,98000,0,29000,165
Лафка,55.5333694,37.4496198,UZAO,,,2453.26672544162,6,2,4,10500,98000,0,29000,165
Rostic's,55.619304,37.5062917,UZAO,,,24.792948078337005,19,20,27,10500,98000,0,29000,165
Поесть и,55.5695738,37.4925812,UZAO,,,1595.9412671428126,6,4,15,10500,98000,0,29000,165
,55.6304835,37.5143356,UZAO,,,281.1095326872228,6,15,34,10500,98000,0,29000,165
Шаурма,55.6306885,37.5155827,UZAO,,,207.8388309050834,7,16,33,10500,98000,1,29000,165
Шоколадница,55.6186365,37.5069906,UZAO,,,81.06103988893376,19,22,27,10500,98000,0,29000,165
Comme a Paris,55.6301372,37.5163435,UZAO,,,232.87520134333423,7,16,33,10500,98000,1,29000,165
Пекарня ПКП,55.5418318,37.4860048,UZAO,,,1157.2726808313523,9,4,14,10500,98000,0,29000,165
Неаполитанская пицца,55.5913175,37.374361,UZAO,,,2295.4077675333037,7,1,3,10500,98000,0,29000,165
Mr. croissant,55.6187578,37.506938,UZAO,,,81.22083305288956,19,22,27,10500,98000,0,29000,165
Rostic's,55.536174,37.5154613,UZAO,,,175.28599873151637,10,3,9,10500,98000,0,29000,165
Солёная карамель,55.5253717,37.5149653,UZAO,,,1374.0712253291229,13,13,15,10500,98000,0,29000,165
Миндаль,55.5430736,37.4878734,UZAO,,,995.0825581329673,9,4,14,10500,98000,0,29000,165
,55.5242607,37.5146823,UZAO,,,1497.743465291887,11,13,15,10500,98000,0,29000,165
Суши Вок,55.5255649,37.5149751,UZAO,,,1352.587429920497,13,13,15,10500,98000,0,29000,165
Киргизия,55.6230847,37.4418598,UZAO,,,1091.3569933782162,4,0,1,10500,98000,0,29000,165
Вкусно — и точка,55.6175077,37.5068253,UZAO,,,64.3719820128964,19,22,26,10500,98000,0,29000,165
Surf Coffee,55.6225333,37.4220025,UZAO,,,98.08997177762045,16,20,22,10500,98000,0,29000,165
Моремания,55.6225141,37.4214201,UZAO,,,104.01403295084747,16,20,23,10500,98000,0,29000,165
Pomodoro,55.5727385,37.4857722,UZAO,,,1110.3471732839732,5,0,19,10500,98000,0,29000,165
,55.6051765,37.5039117,UZAO,,,1374.1741097293204,5,0,24,10500,98000,0,29000,165
Сушишоп,55.5647921,37.4717608,UZAO,,,525.7463121141762,5,1,11,10500,98000,0,29000,165
Мясо & Рыба,55.6035654,37.4917178,UZAO,,,863.2214652022271,9,21,30,10500,98000,0,29000,165
,55.4900364,37.5031498,UZAO,,,5355.4344431582,4,0,1,10500,98000,0,29000,165
Ozyurt,55.6012536,37.4819703,UZAO,,,236.97230355087973,11,3,26,10500,98000,0,29000,165
Додо Пицца,55.6222174,37.5060014,UZAO,,,236.43400488191622,14,1,27,10500,98000,0,29000,165
Pinzeria by Bontempi,55.5250931,37.3854637,UZAO,,,1761.149810974003,9,0,1,10500,98000,0,29000,165
It's coffee,55.6177523,37.5055878,UZAO,,,145.30279475037955,19,20,26,10500,98000,0,29000,165
Лаззат,55.5982825,37.4594465,UZAO,,,1227.8111338288395,3,0,11,10500,98000,0,29000,165
Лимон,55.5553179,37.4676998,UZAO,,,461.3591984719895,3,1,4,10500,98000,0,29000,165
Гамбринус,55.625125,37.5089527,UZAO,,,597.7506678909767,3,1,43,10500,98000,0,29000,165
,55.626122,37.4735391,UZAO,,,767.9996404224721,2,1,9,10500,98000,0,29000,165
Бургер Кинг,55.6241225,37.4215955,UZAO,,,254.2527081501696,14,20,21,10500,98000,0,29000,165
Здрасте,55.5665469,37.4973088,UZAO,,,1400.803534240606,3,3,16,10500,98000,0,29000,165
Cinnabon,55.6241861,37.4224859,UZAO,,,232.65761567567955,14,20,21,10500,98000,0,29000,165
Хинкали Gали,55.5142297,37.3722409,UZAO,,,757.9926431296797,2,0,0,10500,98000,0,29000,165
Ситипицца,55.5143024,37.3516558,UZAO,,,522.7914889627453,9,2,4,10500,98000,1,29000,165
Vasilchuki Chaihona №1,55.6251324,37.4224189,UZAO,,,333.0337175684367,15,18,22,10500,98000,0,29000,165
МясоRoob,55.623695,37.421735,UZAO,,,211.56896350814404,15,20,21,10500,98000,0,29000,165
Vasilchuki Chaihona №1,55.6036881,37.4918338,UZAO,,,876.7307640468829,9,21,30,10500,98000,0,29000,165
Бургер гуру,55.5689823,37.4890693,UZAO,,,1406.9585975005805,10,3,20,10500,98000,0,29000,165
"Алло, пицца",55.6267169,37.5109608,UZAO,,,734.0301025991307,5,1,48,10500,98000,0,29000,165
,55.5656963,37.4442498,UZAO,,,996.1627763090352,6,1,8,10500,98000,0,29000,165
Барское застолье,55.5401461,37.4322169,UZAO,,,1437.345445442834,0,0,0,10500,98000,0,29000,165
Pasta+salsa,55.5331268,37.4494476,UZAO,,,2472.5798803993957,6,2,4,10500,98000,0,29000,165
Gagawa,55.603871,37.4909572,UZAO,,,842.939328993104,9,21,30,10500,98000,0,29000,165
