name,lat,lon,district,addr,avg_comp_rating,dist_metro,stops_cnt,c300,c1k,pop_dens,income,office_dens,avg_rent,avail_space
Zotman Pizza,55.6930755,37.4947903,UZAO,,,387.8113637664001,13,3,28,10500,98000,0,29000,165
Zotman Pizza,55.7435644,37.4295671,ZAO,,,816.2452472498576,10,2,24,8800,96000,0,27000,149
Rostic's,55.647594,37.4820225,UZAO,,,489.4477937500626,9,8,19,10500,98000,0,29000,165
Coffee Ray,55.6475791,37.480004,UZAO,,,366.7781350544645,9,8,21,10500,98000,0,29000,165
Нияма,55.7388551,37.4114004,ZAO,,,383.36842070443646,18,22,44,8800,96000,0,27000,149
Много лосося,55.7222809,37.4745127,CAO,,,787.346280913308,8,1,18,12500,110000,0,45000,342
Вьет вкус,55.6475967,37.4812955,UZAO,,,445.23308918028124,9,8,19,10500,98000,0,29000,165
Surf Coffee X Sunday,55.645459,37.3905244,UZAO,,,326.50754337654485,11,9,27,10500,98000,0,29000,165
Маркет Дружба,55.6630568,37.4857567,UZAO,,,159.91843627253232,25,16,54,10500,98000,1,29000,165
Бургер Кинг,55.64226,37.39474,UZAO,,,737.1464503624841,11,8,24,10500,98000,0,29000,165
Surf Coffee,55.7604208,37.5158751,SAO,,,549.6718873477306,10,3,36,9800,95000,0,28000,187
Surf Coffee,55.7734804,37.4751082,SAO,,,561.7197246247742,11,2,34,9800,95000,0,28000,187
Surf Coffee,55.6454608,37.390514,UZAO,,,326.27707736091855,11,9,27,10500,98000,0,29000,165
Surf Coffee,55.6627257,37.4806282,UZAO,,,93.74679929623589,28,39,52,10500,98000,1,29000,165
Гермес,55.707761,37.4732977,CAO,,,1188.1110464043018,8,2,8,12500,110000,0,45000,342
Дринкит,55.7077595,37.4734855,CAO,,,1193.0558009746437,8,2,8,12500,110000,0,45000,342
,55.6543447,37.41538,UZAO,,,556.4408366798425,7,1,30,10500,98000,0,29000,165
Бульдог Хотдог,55.7749734,37.467916,SAO,,,961.3214889307112,11,5,31,9800,95000,0,28000,187
BlackStar Burger,55.7749838,37.4678686,SAO,,,964.1919179869299,11,5,31,9800,95000,0,28000,187
Деликатеска,55.7157831,37.4966437,CAO,,,852.1449200782736,4,0,4,12500,110000,0,45000,342
Деликатеска,55.6956751,37.476939,UZAO,,,542.0613054924548,8,0,7,10500,98000,0,29000,165
Кулинарная лавка братьев Караваевых,55.6437685,37.3922199,UZAO,,,528.3841700567517,9,7,25,10500,98000,0,29000,165
One and Double,55.7233051,37.3964535,ZAO,,,2313.2380838606064,16,2,10,8800,96000,0,27000,149
Теремок,55.647727,37.4819603,UZAO,,,489.2621558587987,9,8,19,10500,98000,0,29000,165
Frank by Баста,55.6433523,37.3977853,UZAO,,,732.1687135948245,11,7,30,10500,98000,0,29000,165
Art Lunch,55.6867036,37.4401993,UZAO,,,1755.9514603594162,3,0,2,10500,98000,0,29000,165
Pims,55.7749858,37.4677307,SAO,,,972.7770075264747,12,4,32,9800,95000,0,28000,187
Додо Пицца,55.6641849,37.4823053,UZAO,,,67.39932661966748,25,42,53,10500,98000,1,29000,165
Лепим и Варим,55.6464052,37.5162293,UZAO,,,595.0672162260939,10,14,53,10500,98000,0,29000,165
Креветка,55.6517026,37.5271538,UZAO,,,824.4169397314693,10,2,52,10500,98000,0,29000,165
Vasilchuki Chaihona №1,55.7241782,37.6629702,CAO,,,784.1085654884247,5,2,62,12500,110000,0,45000,342
Тануки,55.721646,37.664423,CAO,,,747.1713714771255,4,1,48,12500,110000,0,45000,342
Хоумбар,55.7246937,37.6645419,CAO,,,720.6210114060907,8,2,69,12500,110000,0,45000,342
Com,55.7682803,37.6446178,CAO,,,215.69476282784856,9,29,309,12500,110000,1,45000,342
Rostic's,55.6537689,37.620673,CAO,,,40.98410079590724,14,16,44,12500,110000,0,45000,342
Вкусно — и точка,55.6675564,37.6585425,CAO,,,1055.1267685421624,9,2,30,12500,110000,0,45000,342
Шоколадница,55.6866726,37.5729914,CAO,,,15.08529135724501,13,11,81,12500,110000,0,45000,342
Джорджия,55.6408762,37.6034912,UAO,,,74.73730373281781,17,9,25,9100,87000,0,24000,192
Подъезд,55.6567323,37.5973739,CAO,,,393.0800499803562,12,1,34,12500,110000,0,45000,342
Тануки,55.7285166,37.6791548,CAO,,,489.5226672167827,9,7,48,12500,110000,0,45000,342
Шоколадница,55.760415,37.6144665,CAO,,,269.2519565663193,10,60,456,12500,110000,1,45000,342
Вареничная №1,55.7322108,37.6651231,CAO,,,25.575762924214647,18,27,117,12500,110000,0,45000,342
Грабли,55.7413227,37.6287265,CAO,,,32.239895129137984,10,61,214,12500,110000,0,45000,342
Вкусно — и точка,55.7409715,37.6254376,CAO,,,25.406529110856837,9,48,231,12500,110000,0,45000,342
True Burgers,55.7464981,37.5609638,CAO,,,345.8631077758933,19,12,127,12500,110000,0,45000,342
,55.6436251,37.5261032,UZAO,,,29.693744153049625,13,14,65,10500,98000,0,29000,165
Крошка Картошка,55.6437462,37.5262148,UZAO,,,30.343023653324256,13,15,66,10500,98000,0,29000,165
Планета,55.6458584,37.5175147,UZAO,,,616.3800511162526,9,16,53,10500,98000,0,29000,165
IL Патио,55.6336014,37.6241498,UAO,,,1232.5672291728688,12,4,11,9100,87000,0,24000,192
Rostic's,55.633543,37.6237773,UAO,,,1217.2356790003807,12,3,12,9100,87000,0,24000,192
Вкусно — и точка,55.6537687,37.6205746,CAO,,,45.808153075505984,14,16,44,12500,110000,0,45000,342
Вкусно — и точка,55.7459087,37.566261,CAO,,,139.67954307539404,19,63,143,12500,110000,0,45000,342
Крошка Картошка,55.6560377,37.5410692,UZAO,,,55.98223067720391,12,16,48,10500,98000,0,29000,165
,55.6559118,37.5416443,UZAO,,,94.23955410869392,12,16,47,10500,98000,0,29000,165
Наполеон,55.6785684,37.5328295,UZAO,,,721.0095833632611,14,5,29,10500,98000,1,29000,165
TGI Fridays,55.6715065,37.5534321,CAO,,,120.31015521868001,15,24,62,12500,110000,0,45000,342
Rostic's,55.6713304,37.5546714,CAO,,,43.07379357104657,14,24,65,12500,110000,0,45000,342
Шоколадница,55.6715942,37.5534398,CAO,,,124.05021274526914,14,24,62,12500,110000,0,45000,342
Noosh,55.6458154,37.6063758,UAO,,,438.6386030169147,12,2,37,9100,87000,0,24000,192
Бакинский бульвар,55.6416706,37.5937757,UAO,,,681.2799568463577,12,0,26,9100,87000,0,24000,192
Шоколадница,55.757364,37.6316441,CAO,,,6.887303182462108,18,43,413,12500,110000,2,45000,342
Вкусно — и точка,55.7715816,37.6814166,CAO,,,163.9511803657373,19,54,162,12500,110000,1,45000,342
Вкусно — и точка,55.6921836,37.5282825,UZAO,,,318.008258265677,9,24,58,10500,98000,0,29000,165
New York Pizza,55.6920292,37.5279942,UZAO,,,338.98577392706466,9,24,58,10500,98000,0,29000,165
Вкусно — и точка,55.6904837,37.6015243,CAO,,,209.95329382775518,19,19,36,12500,110000,0,45000,342
IL Патио,55.7573675,37.6584838,CAO,,,56.32025849141444,8,51,252,12500,110000,1,45000,342
Крошка Картошка,55.7565416,37.6592025,CAO,,,64.04177035856966,10,52,245,12500,110000,1,45000,342
Rostic's,55.758067,37.6589801,CAO,,,35.49635167169069,9,49,247,12500,110000,2,45000,342
Fridays,55.7574938,37.6584594,CAO,,,58.46482540616153,8,50,252,12500,110000,1,45000,342
Теремок,55.7572886,37.6586466,CAO,,,44.05148756364122,8,52,251,12500,110000,1,45000,342
Кофе Хауз,55.7576428,37.6586654,CAO,,,44.588135290812055,8,49,251,12500,110000,1,45000,342
IL Патио,55.710112,37.6235895,CAO,,,89.29425084124856,12,69,116,12500,110000,1,45000,342
Дом оранжевой коровы,55.712109,37.6294432,CAO,,,515.8969955874192,7,2,118,12500,110000,2,45000,342
Этаж,55.707908,37.6222354,CAO,,,16.130012302892627,17,52,121,12500,110000,0,45000,342
Pizzamento,55.6729122,37.664561,CAO,,,428.5793708516828,9,6,49,12500,110000,0,45000,342
Вкусно — и точка,55.7589521,37.6107581,CAO,,,303.48541566431896,8,46,458,12500,110000,0,45000,342
Гудман,55.7304479,37.6342593,CAO,,,155.2831526971201,9,41,276,12500,110000,0,45000,342
Шоколадница,55.7305169,37.6352842,CAO,,,105.06614918425122,9,46,276,12500,110000,0,45000,342
Блюз,55.7235679,37.5678062,CAO,,,132.71926670955304,6,10,101,12500,110000,0,45000,342
,55.6529343,37.6201603,CAO,,,46.71721497122395,13,17,45,12500,110000,0,45000,342
,55.7288453,37.6224264,CAO,,,36.09788770571049,15,43,219,12500,110000,0,45000,342
Тануки,55.734817,37.6279233,CAO,,,620.465353435528,8,22,318,12500,110000,0,45000,342
Колбасофф,55.7399858,37.6638747,CAO,,,459.4208570218492,18,30,207,12500,110000,0,45000,342
Кафетериус,55.757282,37.5949512,CAO,,,701.4124954785976,10,22,336,12500,110000,0,45000,342
Столовая сектора В,55.703215,37.530274,CAO,,,907.4565340301052,8,13,28,12500,110000,0,45000,342
Столовая сектора Б,55.702652,37.531278,CAO,,,994.3601647845452,10,13,29,12500,110000,0,45000,342
Теремок,55.7442858,37.5656531,CAO,,,17.480900536582464,17,76,134,12500,110000,0,45000,342
El Idilio,55.7676363,37.5980868,CAO,,,206.52478921093646,11,43,364,12500,110000,0,45000,342
Тянься Чуэнь,55.6861835,37.5441017,UZAO,,,111.45387060745072,17,4,59,10500,98000,0,29000,165
Восточная комната,55.7477921,37.5806167,CAO,,,87.59793234995261,11,37,205,12500,110000,0,45000,342
Вкусно — и точка,55.6827619,37.5495146,UZAO,,,552.8615992690062,14,21,52,10500,98000,0,29000,165
Турандот,55.7630488,37.6042918,CAO,,,155.76672972925076,12,37,425,12500,110000,1,45000,342
Пушкинъ,55.7634115,37.6046705,CAO,,,109.02002399432713,13,41,433,12500,110000,1,45000,342
Шинок,55.754985,37.5603383,CAO,,,995.9955282780029,13,20,136,12500,110000,0,45000,342
Папа Джонс,55.7212034,37.6235815,CAO,,,635.9779155944129,14,13,147,12500,110000,0,45000,342
Сирена,55.7748487,37.6396962,CAO,,,472.505756921065,5,6,219,12500,110000,0,45000,342
Вкусно — и точка,55.6657667,37.6287322,CAO,,,1345.9481297654677,9,8,19,12500,110000,0,45000,342
Усадьба принца,55.6611168,37.6332233,CAO,,,1036.33797275481,8,0,16,12500,110000,0,45000,342
ЛаBeerРинт,55.6582049,37.5682109,CAO,,,330.01650850557024,12,15,35,12500,110000,0,45000,342
Колбасофф,55.6475661,37.6048627,UAO,,,540.7472088048158,12,2,43,9100,87000,0,24000,192
Русское Подворье,55.6519072,37.6047157,CAO,,,293.27173934009573,16,3,45,12500,110000,0,45000,342
Вкусно — и точка,55.6699276,37.5529454,CAO,,,54.1159455803385,14,21,59,12500,110000,0,45000,342
Шоколадница,55.7351492,37.5178934,CAO,,,87.7233557138168,12,2,45,12500,110000,3,45000,342
Пилзнер,55.7593349,37.6448731,CAO,,,728.486396623035,5,54,404,12500,110000,1,45000,342
Му-Му,55.7714124,37.6790174,CAO,,,105.03494936460936,17,57,164,12500,110000,1,45000,342
Тануки,55.6481937,37.5720927,UAO,,,774.6476506425366,8,0,26,9100,87000,0,24000,192
Кампус,55.7395493,37.5847845,CAO,,,582.4512067373156,15,17,157,12500,110000,1,45000,342
Планета Суши,55.6713428,37.5538091,CAO,,,91.70653447222749,15,24,65,12500,110000,0,45000,342
IL Патио,55.6714145,37.5537963,CAO,,,95.28968303646319,15,24,65,12500,110000,0,45000,342
Шоколадница,55.7612185,37.5793193,CAO,,,9.760746646860794,21,26,182,12500,110000,0,45000,342
Уют,55.7234875,37.655106,CAO,,,1038.9299033010918,10,12,76,12500,110000,0,45000,342
Кафе Халяль Пекарня,55.6453068,37.5299709,UZAO,,,240.50821660342748,10,3,64,10500,98000,0,29000,165
Rostic's,55.6921003,37.5281268,UZAO,,,329.2672655383344,9,24,58,10500,98000,0,29000,165
Loave,55.7415788,37.6283784,CAO,,,53.9836217439637,10,58,218,12500,110000,0,45000,342
Вкусно — и точка,55.7576901,37.6342989,CAO,,,150.77427724210827,15,45,420,12500,110000,2,45000,342
Па-паэлья,55.7621415,37.6350472,CAO,,,367.6308784088103,3,53,469,12500,110000,2,45000,342
Чикко Клуб,55.6597125,37.5983513,CAO,,,412.40726993292566,9,1,29,12500,110000,0,45000,342
Вкусно — и точка,55.7290986,37.6237445,CAO,,,42.28191225665418,16,49,225,12500,110000,0,45000,342
Ткемали,55.7540938,37.6411609,CAO,,,360.19893584466774,16,42,288,12500,110000,2,45000,342
Экспедиция,55.7517467,37.6417507,CAO,,,452.324206406541,14,11,234,12500,110000,2,45000,342
Корчма,55.7742263,37.6174874,CAO,,,343.31700033304236,11,22,252,12500,110000,2,45000,342
Хинкальный дом Колхида,55.7632361,37.5867469,CAO,,,426.28141344112345,8,18,236,12500,110000,0,45000,342
Штолле,55.767666,37.5926032,CAO,,,297.6593904383082,9,30,344,12500,110000,1,45000,342
Шоколадница,55.7673084,37.5933715,CAO,,,288.7687837858038,8,28,360,12500,110000,1,45000,342
Positano,55.770158,37.5984654,CAO,,,100.13536816902125,14,45,379,12500,110000,0,45000,342
Айва,55.7629854,37.5880591,CAO,,,476.76933982773164,7,21,265,12500,110000,0,45000,342
Клешни и хвосты,55.7703083,37.5988162,CAO,,,127.71522312700239,15,41,380,12500,110000,0,45000,342
Даблби,55.7667104,37.6107617,CAO,,,172.57412158091742,16,55,445,12500,110000,1,45000,342
Чемодан,55.7486687,37.5994629,CAO,,,361.79762070741646,12,12,269,12500,110000,0,45000,342
Ла Маре,55.7678741,37.6139496,CAO,,,376.51464622743623,12,29,418,12500,110000,1,45000,342
Палаццо Дукале,55.7585264,37.5983282,CAO,,,739.8833962261727,12,38,384,12500,110000,0,45000,342
Жан-Жак,55.7552843,37.6006938,CAO,,,354.5144978847807,12,36,343,12500,110000,0,45000,342
Венеция,55.7652183,37.6083324,CAO,,,43.94085905843193,15,61,455,12500,110000,1,45000,342
Русский паб,55.7590954,37.6004288,CAO,,,657.4205960584327,11,41,429,12500,110000,0,45000,342
Домжур,55.7540486,37.6014528,CAO,,,212.24133857889862,12,37,300,12500,110000,0,45000,342
Saviv,55.7681694,37.6139141,CAO,,,367.89982326693837,12,24,404,12500,110000,1,45000,342
Padron,55.7672164,37.6084775,CAO,,,129.1874511279079,14,53,449,12500,110000,0,45000,342
Babacha,55.7716573,37.6379158,CAO,,,311.9442861047836,11,14,259,12500,110000,0,45000,342
Yoko,55.7433214,37.6044129,CAO,,,237.53470434471197,13,14,163,12500,110000,0,45000,342
Теремок,55.7449919,37.6006171,CAO,,,60.25111574893523,17,20,225,12500,110000,0,45000,342
Алтаргана,55.7673462,37.6522939,CAO,,,278.5678108424824,13,9,271,12500,110000,1,45000,342
БирШтрассе,55.6406605,37.6031014,UAO,,,107.30501197787223,17,8,25,9100,87000,0,24000,192
,55.7416266,37.6287239,CAO,,,36.764033049870775,10,60,215,12500,110000,0,45000,342
,55.6777353,37.6588261,CAO,,,263.1604704445979,10,4,49,12500,110000,0,45000,342
Чебуречная № 1,55.6775693,37.66028,CAO,,,173.1216739914537,11,11,52,12500,110000,0,45000,342
Столовая Б «Профессура»,55.7026885,37.5306528,CAO,,,959.6892339677321,9,14,29,12500,110000,0,45000,342
Столовая В «Профессура»,55.702891,37.530289,CAO,,,928.1387464877239,9,13,28,12500,110000,0,45000,342
,55.702286,37.531996,CAO,,,985.8788336545107,10,13,33,12500,110000,0,45000,342
Факультет,55.703591,37.529905,CAO,,,865.7527908888106,9,12,27,12500,110000,0,45000,342
GlowSubs,55.6935908,37.5341159,UZAO,,,24.349055813991978,11,21,70,10500,98000,0,29000,165
Шоколадница,55.6932599,37.5336446,UZAO,,,54.320801131849514,14,21,66,10500,98000,0,29000,165
Вкусно — и точка,55.727632,37.5803116,CAO,,,30.45493486917915,6,32,126,12500,110000,0,45000,342
Романофф,55.7221456,37.6515947,CAO,,,1110.2536839387776,9,17,80,12500,110000,0,45000,342
,55.7110211,37.6306352,CAO,,,530.6887439752074,3,1,130,12500,110000,2,45000,342
Шоколадница,55.7409522,37.6276453,CAO,,,19.295509662631627,9,56,222,12500,110000,0,45000,342
Кура,55.6382359,37.6688379,UAO,,,784.6828961464348,9,1,24,9100,87000,0,24000,192
Il Borgo,55.6812983,37.5489268,UZAO,,,624.1022651486559,15,6,53,10500,98000,0,29000,165
Мцхета,55.655016,37.5835282,CAO,,,484.24161809037804,9,3,33,12500,110000,0,45000,342
Надин,55.7589836,37.6173425,CAO,,,30.05861507125988,9,51,426,12500,110000,0,45000,342
Вкусно — и точка,55.7474016,37.5843473,CAO,,,67.47010072059253,8,53,196,12500,110000,0,45000,342
Шоколадница,55.7409749,37.5360004,CAO,,,105.9096790066646,7,14,167,12500,110000,0,45000,342
Verdi,55.7644803,37.6717407,CAO,,,926.7935504361061,14,1,167,12500,110000,0,45000,342
Гурман,55.7420779,37.5588186,CAO,,,364.53264595131986,3,8,119,12500,110000,0,45000,342
Такэ,55.6883768,37.5732294,CAO,,,51.10157207133443,16,17,57,12500,110000,0,45000,342
Лига пап,55.7653264,37.6309256,CAO,,,345.474725032884,5,33,460,12500,110000,1,45000,342
Паста и Баста,55.7662068,37.6320303,CAO,,,269.2830222333644,5,35,436,12500,110000,0,45000,342
Кулинарная лавка братьев Караваевых,55.7658952,37.6322394,CAO,,,259.7809546789262,5,36,448,12500,110000,0,45000,342
Кулинарная лавка братьев Караваевых,55.7591694,37.6453003,CAO,,,758.5577519963526,5,52,400,12500,110000,1,45000,342
Кулинарная лавка братьев Караваевых,55.7626987,37.5892139,CAO,,,525.9739357811296,7,21,273,12500,110000,0,45000,342
Floo,55.7687885,37.5893563,CAO,,,390.03449388930966,14,20,337,12500,110000,1,45000,342
Андиамо,55.6869871,37.5355596,UZAO,,,377.79113382363767,9,0,89,10500,98000,0,29000,165
Корчма,55.6625281,37.5551503,CAO,,,756.6318945532812,5,5,51,12500,110000,0,45000,342
Архитектор,55.7699843,37.5937454,CAO,,,86.45481408178371,11,43,360,12500,110000,1,45000,342
Сытый лось,55.6657973,37.6511706,CAO,,,1099.3467078715225,16,1,9,12500,110000,0,45000,342
Булка,55.7737934,37.5860675,CAO,,,267.51930694738184,20,56,339,12500,110000,1,45000,342
Теремок,55.7575201,37.6345789,CAO,,,162.19134480323612,16,47,421,12500,110000,2,45000,342
Траттория Semplice,55.7639264,37.646019,CAO,,,478.1838982883814,5,12,356,12500,110000,1,45000,342
Столовая №8,55.6998559,37.5406453,UZAO,,,800.4709406850703,12,0,46,10500,98000,0,29000,165
Фрателлидзе,55.7425995,37.5495308,CAO,,,418.59174608540604,5,4,108,12500,110000,0,45000,342
Суши Wok,55.6537748,37.6156965,CAO,,,151.91140251973312,18,3,50,12500,110000,0,45000,342
Фестивальное,55.7544221,37.6228179,CAO,,,256.1649431226143,3,24,367,12500,110000,0,45000,342
Столовая №57,55.7542097,37.6233607,CAO,,,288.84874087686285,3,19,360,12500,110000,0,45000,342
Му-Му,55.7409433,37.6277777,CAO,,,27.334461359928447,9,55,222,12500,110000,0,45000,342
Tehnikum,55.76079,37.6148405,CAO,,,284.59427337701834,11,62,456,12500,110000,1,45000,342
Вкусно — и точка,55.7653489,37.6384549,CAO,,,42.16310633356286,4,29,399,12500,110000,0,45000,342
Багеттерия,55.7091356,37.6219655,CAO,,,59.63352467609106,14,56,125,12500,110000,0,45000,342
Вкусно — и точка,55.7093458,37.6223326,CAO,,,27.060351670980502,13,56,124,12500,110000,0,45000,342
Поль Бейкери,55.7093969,37.6223362,CAO,,,22.470392011812365,13,61,123,12500,110000,0,45000,342
Шоколадница,55.7079507,37.6222314,CAO,,,18.035860725338974,17,52,121,12500,110000,0,45000,342
Lux cafe,55.7080597,37.6218884,CAO,,,42.7022305928081,18,53,123,12500,110000,0,45000,342
Баскин Роббинс,55.7091282,37.6223071,CAO,,,49.45412279894236,14,55,125,12500,110000,0,45000,342
Крошка Картошка,55.7092661,37.6223256,CAO,,,34.90974808794693,14,55,124,12500,110000,0,45000,342
кремлевский экспресс,55.7093922,37.6220148,CAO,,,39.23830812232047,13,63,123,12500,110000,0,45000,342
УДОНъяСАН,55.7093406,37.6220093,CAO,,,42.344096809371926,13,60,124,12500,110000,0,45000,342
Кофетун,55.707847,37.6222844,CAO,,,13.025561728091644,15,51,121,12500,110000,0,45000,342
Техас Чикен,55.7092401,37.6219747,CAO,,,50.86464404171212,13,56,124,12500,110000,0,45000,342
Ташир Пицца,55.7094982,37.6220254,CAO,,,35.06379750971974,13,70,123,12500,110000,0,45000,342
Теремок,55.7091875,37.6219701,CAO,,,55.14477141359924,13,56,124,12500,110000,0,45000,342
Кебаб Тун,55.7094503,37.6220185,CAO,,,36.66572124790953,13,67,123,12500,110000,0,45000,342
Шарм,55.7079682,37.6219598,CAO,,,34.56153835223356,17,53,120,12500,110000,0,45000,342
Этаж,55.7080597,37.6223109,CAO,,,23.27003738945022,18,53,123,12500,110000,0,45000,342
Венский Штрудель,55.7091655,37.6223129,CAO,,,45.44771621086328,14,55,125,12500,110000,0,45000,342
Сбарро,55.7092926,37.6219805,CAO,,,46.87268394838079,13,56,124,12500,110000,0,45000,342
Кофе Хауз,55.709483,37.6223537,CAO,,,15.730278177720587,13,67,123,12500,110000,0,45000,342
Сушитун,55.7078489,37.6222176,CAO,,,17.07964943360795,15,51,121,12500,110000,0,45000,342
Шейх Палас,55.7386974,37.5462158,CAO,,,134.24018599819456,0,7,48,12500,110000,0,45000,342
Пивбар 6/9,55.7611536,37.6240418,CAO,,,54.00120435989219,13,77,472,12500,110000,0,45000,342
IL Патио,55.770209,37.5961583,CAO,,,67.12968636522703,12,44,384,12500,110000,1,45000,342
Шале,55.6754826,37.6106196,CAO,,,273.07776561577793,6,7,24,12500,110000,0,45000,342
Rostic's,55.6837988,37.6216136,CAO,,,80.49117987756429,9,11,33,12500,110000,0,45000,342
Джем,55.7579947,37.6763636,CAO,,,966.395232055515,4,9,84,12500,110000,0,45000,342
French Kiss,55.735131,37.61281,CAO,,,413.7013449618841,10,9,194,12500,110000,0,45000,342
A'petit,55.7738478,37.5990744,CAO,,,411.7306477314539,15,24,438,12500,110000,0,45000,342
Буржуй,55.7748626,37.6718904,CAO,,,512.6748709845018,14,35,208,12500,110000,1,45000,342
"Ave, pasta!",55.7594197,37.6088804,CAO,,,427.0615208063755,8,30,465,12500,110000,1,45000,342
Кофемания,55.7565428,37.6049272,CAO,,,469.7222224440962,9,37,351,12500,110000,0,45000,342
Якитория,55.7718109,37.592511,CAO,,,146.6394432470583,11,32,426,12500,110000,1,45000,342
ВьетКафе,55.7572486,37.6081032,CAO,,,389.22820828872767,7,38,386,12500,110000,0,45000,342
Вареничная №1,55.7598931,37.6136876,CAO,,,275.56422781055227,10,59,459,12500,110000,1,45000,342
Боэми,55.7564703,37.5701285,CAO,,,600.491089457922,9,11,158,12500,110000,0,45000,342
Rostic's,55.6486394,37.6564224,UAO,,,815.910053827046,9,2,33,9100,87000,0,24000,192
,55.7397492,37.6567534,CAO,,,98.42378689114743,30,53,203,12500,110000,0,45000,342
Столовая,55.7376047,37.6602132,CAO,,,409.6329427854862,21,21,195,12500,110000,0,45000,342
Surf Coffee,55.7246075,37.5624248,CAO,,,176.27861640204102,12,21,74,12500,110000,0,45000,342
Шоколадница,55.7305611,37.6116567,CAO,,,47.3512859800505,14,22,187,12500,110000,0,45000,342
Metekhi,55.7727126,37.6498119,CAO,,,315.9623367544155,17,27,199,12500,110000,0,45000,342
Subway,55.7739479,37.6502347,CAO,,,275.31652751622266,15,19,191,12500,110000,0,45000,342
Кофе Хауз,55.6536211,37.6206341,CAO,,,34.965143202511825,14,16,44,12500,110000,0,45000,342
Шоколадница,55.6539117,37.620604,CAO,,,55.42995735274647,15,16,44,12500,110000,0,45000,342
Суши Тун,55.6536163,37.6205755,CAO,,,38.34704888001228,14,16,44,12500,110000,0,45000,342
Крошка Картошка,55.6538449,37.6205741,CAO,,,51.26349033754528,15,16,44,12500,110000,0,45000,342
Восточный базар,55.653728,37.6206553,CAO,,,39.05930672103794,14,16,44,12500,110000,0,45000,342
Ёлки-Палки,55.6538528,37.6206907,CAO,,,46.91659274968363,13,16,44,12500,110000,0,45000,342
Сбарро,55.6536925,37.6205751,CAO,,,41.38134316035631,14,16,44,12500,110000,0,45000,342
Егерь,55.7091026,37.6584407,CAO,,,77.57782280084963,13,33,75,12500,110000,1,45000,342
Марков двор,55.7089691,37.655433,CAO,,,122.63063277373512,12,39,77,12500,110000,1,45000,342
Венахи,55.70866,37.6553916,CAO,,,120.4912544956999,12,40,79,12500,110000,1,45000,342
Папа Джонс,55.6382959,37.6668185,UAO,,,676.8749068428225,10,1,25,9100,87000,0,24000,192
Сунжа,55.7389838,37.6281094,CAO,,,220.19878056652166,10,48,255,12500,110000,0,45000,342
Subway,55.6853929,37.5792096,CAO,,,173.12672405371347,13,7,66,12500,110000,1,45000,342
Argomento,55.7382457,37.5319744,CAO,,,201.0820021503656,9,8,69,12500,110000,0,45000,342
Якитория,55.6419463,37.606826,UAO,,,99.66182803554359,19,12,29,9100,87000,0,24000,192
Вкусно — и точка,55.6878862,37.6045516,CAO,,,257.3086354624427,12,8,43,12500,110000,0,45000,342
Цурцум,55.7557397,37.6647312,CAO,,,301.9871562231592,7,19,170,12500,110000,1,45000,342
Шикари,55.6889742,37.5446671,UZAO,,,382.12083189919963,11,9,71,10500,98000,0,29000,165
Шоколадница,55.77306,37.6786196,CAO,,,79.89954801886869,14,51,168,12500,110000,2,45000,342
Теплица,55.7703645,37.6466894,CAO,,,207.03978130741731,11,40,268,12500,110000,1,45000,342
Бургер Кинг,55.748888,37.5395108,CAO,,,5.030895151665307,12,83,150,12500,110000,0,45000,342
Свой Круг,55.7260802,37.6470552,CAO,,,599.6282227973961,9,18,166,12500,110000,0,45000,342
Бистро столовая №1,55.7395304,37.6648093,CAO,,,530.2124168494205,14,28,197,12500,110000,0,45000,342
Ханой Фуд,55.738663,37.6609498,CAO,,,355.9050563647371,24,30,203,12500,110000,0,45000,342
Чебуречная,55.7743568,37.5844455,CAO,,,149.5241185367946,21,69,326,12500,110000,0,45000,342
Nene,55.7734606,37.586626,CAO,,,317.90303495054116,19,50,348,12500,110000,1,45000,342
Боцман,55.704798,37.6672361,CAO,,,280.4169691091647,15,1,83,12500,110000,0,45000,342
Шоколадница,55.6922365,37.5275538,UZAO,,,362.29495988616424,10,24,58,10500,98000,0,29000,165
Хинкальная 53,55.7358898,37.5952501,CAO,,,32.587197772040845,11,19,159,12500,110000,1,45000,342
Старт,55.7218771,37.5426065,CAO,,,1158.8953341277725,0,0,16,12500,110000,0,45000,342
Сенполия,55.7302661,37.6185049,CAO,,,303.31932846799185,18,15,193,12500,110000,0,45000,342
Старая Башня,55.756857,37.6205031,CAO,,,18.99392038540981,9,42,375,12500,110000,0,45000,342
Му-Му,55.7520464,37.5988331,CAO,,,116.14015988683354,9,42,286,12500,110000,0,45000,342
Шоколадница,55.6439048,37.5265314,UZAO,,,16.2984326849556,13,12,66,10500,98000,0,29000,165
Васильки,55.6456146,37.5181122,UZAO,,,570.147546763345,11,15,54,10500,98000,0,29000,165
Мариус,55.6447815,37.5199719,UZAO,,,421.87552181339424,11,14,67,10500,98000,0,29000,165
Лаферм,55.7395497,37.63042,CAO,,,223.0112010468475,10,50,244,12500,110000,0,45000,342
Georgiano,55.7071385,37.5727401,CAO,,,766.9412409627377,11,4,41,12500,110000,0,45000,342
Пилзнер,55.733492,37.64114,CAO,,,228.359626719681,11,33,220,12500,110000,1,45000,342
IL Патио,55.7416742,37.6558648,CAO,,,88.90361162657264,23,62,190,12500,110000,0,45000,342
Кахури,55.6425589,37.5202952,UZAO,,,325.9808706675106,11,13,65,10500,98000,0,29000,165
